citation_key,source_group,cited_in_manuscript,citation_locations,cited_in_rewrite,citation_locations_rewrite,cited_in_companion,citation_locations_companion,cited_in_axm,citation_locations_axm,cited_in_legacy,citation_locations_legacy,entry_type,authors,title,year,venue,volume,number,pages,doi,document_url,landing_page_url,abstract,abstract_type,abstract_source_url,metadata_source,verification_status,topics,evidence_type,method,key_results,use_in_axm,limits_for_axm,notes,last_verified,connection_themes,suggested_sections,terminology,integration_note,reviewed_passages,reviewed_version,reading_status,review_priority,attribution_note
demirermusolffyang2026,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:81,yes,sections_rewrite/02_literature.tex:81,no,,no,,no,,techreport,"Demirer, Mert and Musolff, Leon and Yang, Liyuan",Writing Code vs. Shipping Code: Productivity Effects across Generations of AI Coding Tools,2026,National Bureau of Economic Research,,35275,,10.3386/w35275,https://www.nber.org/papers/w35275,https://doi.org/10.3386/w35275,,unavailable,,manual,manual_doi,,,,,,,Revised September 2026,2026-09-17,,,,,"2–6, figura 1","NBER 35275, revisión de septiembre de 2026",pasajes originales revisados,,"Auditoría del 13-09-2026: Corregir precisión. El indicador de proyectos es repositorios en los que se trabaja, no necesariamente proyectos completados. Sustituir «completed software projects» por «repositories touched» o centrarse en «software releases». La elasticidad estimada es local a etapas de producción de software, no nuestra elasticidad macroeconómica IA–trabajo. Confianza registrada: High."
epoch2026trends,conversation_addition,no,,no,,no,,no,,no,,misc,Epoch AI,Trends in Artificial Intelligence,2026,Epoch AI,,,,,https://epoch.ai/trends,https://epoch.ai/trends,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,data resource,,,,,Recurso vivo; registrar fecha y definición de cada serie antes de utilizarla en una calibración.,2026-09-17,Medición y calibración,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
farboodikohxia2026,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:165,yes,sections_rewrite/02_literature.tex:165,no,,no,,no,,techreport,"Farboodi, Maryam and Koh, Andrew J. and Xia, Anchi",Data-Driven Automation,2026,National Bureau of Economic Research,,35320,,10.3386/w35320,https://www.nber.org/papers/w35320,https://doi.org/10.3386/w35320,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,3–6; 25–26; 39–40; pasaje de prueba en 72,"NBER 35320, Data-Driven Automation",pasajes originales revisados,,"Auditoría del 13-09-2026: Respaldada. Las proposiciones 3 y 7 respaldan la descripción. La p. 26 señala que el estancamiento también aplica con acumulación de capital. No equiparar sus datos acumulados como subproducto con nuestro gasto M elegido por el desarrollador, ni importar su definición de trayectoria óptima hacia nuestro equilibrio. Confianza registrada: High."
favaroclark2026,manuscript_bibliography,yes,sections_rewrite/01_introduction.tex:10; sections_rewrite/01_introduction.tex:10,yes,sections_rewrite/01_introduction.tex:10; sections_rewrite/01_introduction.tex:10,no,,no,,no,,misc,"Favaro, Marina and Clark, Jack",When AI Builds Itself,2026,Anthropic Institute. https://www.anthropic.com/institute/recursive-self-improvement,,,,,https://www.anthropic.com/institute/recursive-self-improvement,https://www.anthropic.com/institute/recursive-self-improvement,,unavailable,,manual,manual_url,,,,,,,"Accessed September 13, 2026",2026-09-17,,,,,,,lectura no documentada,,
freundmann2026,conversation_addition,no,,no,,no,,no,,no,,techreport,"Freund, Lukas B. and Mann, Lukas F.","Job Transformation, Specialization, and the Labor Market Effects of AI",2026,Working paper; IZA Discussion Paper 18565,,,,,https://lukasbfreund.github.io/files/FM_AI.pdf,https://www.lukasfreund.com/research,"General-equilibrium task-bundling model with estimated multidimensional worker skills. Automation changes the remaining task mix, creating winners and losers within the same occupation; exposure alone does not determine wage effects.",editorial_summary,https://lukasbfreund.github.io/files/FM_AI.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; priority-medium; Jones2026-reference; AI; job transformation; task bundling,theory,General-equilibrium task-bundling model with estimated multidimensional worker skills.,"Automation changes the remaining task mix, creating winners and losers within the same occupation; exposure alone does not determine wage effects.",Use to distinguish the paper's representative wage from worker-specific outcomes.,"No autonomous AI research mechanism. Reported numerical effects are model projections, not observed causal effects of AI.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Author version March 18, 2026, pp. 1-2 (PDF 2-3), linked from author site. IZA 18565 issued April 2026. Author lists AER revise-and-resubmit, which is not publication. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Límites y extensiones,Conclusiones: límites y futuras extensiones,,"Candidato, no añadido al manuscrito. Use to distinguish the paper's representative wage from worker-specific outcomes.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Author version March 18, 2026, pp. 1-2 (PDF 2-3), linked from author site. IZA 18565 issued April 2026. Author lists AER revise-and-resubmit, which is not publication. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,complementaria,
iea2026,manuscript_bibliography,yes,sections/01_introduction.tex:126; sections/01_introduction.tex:145; sections_axm/01_introduction.tex:68; sections_axm/01_introduction.tex:74,no,,no,,yes,sections_axm/01_introduction.tex:68; sections_axm/01_introduction.tex:74,yes,sections/01_introduction.tex:126; sections/01_introduction.tex:145,techreport,International Energy Agency,Key Questions on Energy and AI,2026,International Energy Agency,,,,,https://www.iea.org/reports/key-questions-on-energy-and-ai,https://www.iea.org/reports/key-questions-on-energy-and-ai,"The report examines how artificial intelligence changes electricity demand, where data-center demand is concentrated, how AI may improve energy systems, and which infrastructure, efficiency, and policy choices determine its net energy effects.",editorial_summary,https://www.iea.org/reports/key-questions-on-energy-and-ai,International Energy Agency,official_landing_page,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
jones2026future,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:76; sections_rewrite/02_literature.tex:162; sections_rewrite/03_model.tex:161; sections_rewrite/06_conclusion.tex:14; sections_rewrite/06_conclusion.tex:90; sections_rewrite/11_rsi_limitations.tex:7,yes,sections_rewrite/02_literature.tex:76; sections_rewrite/02_literature.tex:162; sections_rewrite/03_model.tex:161; sections_rewrite/06_conclusion.tex:14; sections_rewrite/06_conclusion.tex:90; sections_rewrite/11_rsi_limitations.tex:7,no,,no,,no,,article,"Jones, Charles I.",AI and Our Economic Future,2026,Journal of Economic Perspectives,40,3,3--22,10.1257/jep.20261505,https://pubs.aeaweb.org/doi/pdfplus/10.1257/jep.20261505,https://www.aeaweb.org/articles?id=10.1257/jep.20261505,"Jones contrasts accelerated AI-driven growth with a continuation of historical growth and explains how complementary tasks can delay large aggregate gains even when automation feeds back into innovation. The essay discusses recursive self-improvement, distinguishes rising labor income from a vanishing labor income share, and considers redistribution and catastrophic risk.",editorial_summary,https://www.aeaweb.org/articles?id=10.1257/jep.20261505,Published JEP PDF supplied by the user; AEA article page,published_full_text_read,recursive self-improvement; weak links; task complementarity; delayed takeoff; wages; labor share; redistribution; catastrophic risk,theoretical synthesis and illustrative task-based calculations,"Economic-history comparison and a CES weak-link illustration drawing on Jones and Tonetti (2026), followed by discussion of labor markets, distribution and risk.",Remaining complementary tasks limit the output gains from automating other tasks. Early moderate growth can precede later acceleration as bottlenecks are automated. A vanishing labor share need not mean falling wages.,Direct antecedent for delayed growth acceleration and for distinguishing wage levels from labor income shares. Helps situate the private RSI-investment mechanism and qualify novelty claims.,"Its substitution elasticity is across tasks, not the aggregate labor--AI elasticity. It does not derive this paper's monopoly RSI equilibrium or AI-efficiency threshold, nor identify chi or validate its simulated dates. Catastrophic risk and heterogeneous ownership are outside this paper's model.","Full reread on 2026-09-16: all 20 PDF pages (printed pp. 3--22), all nine footnotes, and the complete bibliography. Visually checked Figures 1 and 2, the CES expressions, and the labor-share discussion. Published JEP version; SHA-256 ca7887c25c89ada3b4c066eb2a44a01d2a1ee8797a84721335cb97766ff32576. The reading map in audit/jones2026_connection.md records paragraph-level connections, non-equivalences, and original-source trails. Reading the essay and its references does not verify every underlying empirical claim or imply full reading of each cited source. No manuscript changes in this rereading pass.",2026-09-17,Salarios y participación laboral; Cuellos de botella y transición; Crecimiento hiperbólico y singularidades; Cómputo e investigación,"Introducción y secciones 4 y 6: antecedentes de salarios, participación laboral y despegue tardío; sección 3.4.1: effective compute y BM",weak links; automation; labor share; economic growth; effective compute,"Los salarios crecientes junto con una participación laboral que desaparece y los despegues tardíos ya tienen antecedentes. Precisar el aporte mediante el mecanismo privado de RSI y su caracterización de equilibrio, sin afirmar prioridad general. Incorporado en 3.4.1 para la interpretación de BM; no se importan las tasas de crecimiento reportadas a la calibración.","Lectura íntegra, repetida el 16-09-2026: pp. 3–22, incluidas las nueve notas, ambas figuras y la bibliografía. Mapa: p. 5 (effective compute y RSI); pp. 7–8 (ideas más difíciles y difusión); pp. 8–12 (weak links, fórmula CES y aceleración tardía); pp. 13–14 (tareas, salarios, participación laboral y propiedad); pp. 15–19 (riesgos y conclusiones). Véase audit/jones2026_connection.md.","JEP 40(3), Summer 2026, pp. 3–22; PDF publicado facilitado por Oliver. Lectura completa del mismo archivo, no del working paper anterior.",pasajes originales revisados,alta,
jonestonetti2026,manuscript_bibliography,yes,sections_axm/02_literature.tex:71; sections_rewrite/01_introduction.tex:13; sections_rewrite/02_literature.tex:73; sections_rewrite/08_rsi_activation.tex:50; sections_rewrite/08_rsi_design.tex:37,yes,sections_rewrite/01_introduction.tex:13; sections_rewrite/02_literature.tex:73; sections_rewrite/08_rsi_activation.tex:50; sections_rewrite/08_rsi_design.tex:37,no,,yes,sections_axm/02_literature.tex:71,no,,unpublished,"Jones, Charles I. and Tonetti, Christopher",Past Automation and Future A.I.: How Weak Links Tame the Growth Explosion,2026,,,,,,https://web.stanford.edu/~chadj/JonesTonetti_Automation.pdf,https://christophertonetti.com/research.html,"How much of past economic growth is due to automation, and what does this imply about the effects of A.I. in the coming decades? We perform growth accounting using a task-based model for key sectors in the U.S. economy. Historically, TFP growth is driven primarily by improvements in capital productivity. At the task level, capital productivity has grown approximately 4 percentage points per year faster than labor productivity in the U.S. private business sector, and substantially more in some industries. The main benefit of automation is therefore that we use rapidly-improving machines instead of slowly-improving humans on an increasing share of tasks. Looking to the future, we develop an endogenous growth model in which the production of both goods and ideas is endogenously automated and calibrate the model based on our historical accounting. Automation leads economic growth to accelerate, but the acceleration is remarkably slow because of the prominence of weak links, i.e., an elasticity of substitution among tasks substantially less than one. Even when most tasks are automated by rapidly-improving capital, output is constrained by the tasks performed by slowly-improving labor.",source_abstract,https://web.stanford.edu/~chadj/JonesTonetti_Automation.pdf,authors,original_relevant_passages_reviewed,automation; weak links; task model; factor shares; endogenous growth; AI; delayed takeoff,"growth accounting, theory, and calibrated simulation",Task-level growth accounting plus an endogenous-growth model in which production and idea creation are progressively automated.,"Weak links can make the acceleration remarkably slow even when most tasks are automated. Simulated aggregate paths can remain similar for decades before diverging; depending on the tail behavior and timing of automation, the capital share can converge to zero, one, or an interior value.","Antecedente del feedback entre automatización e ideas y de trayectorias inicialmente similares que luego divergen. La Proposición 1 obtiene una representación CES a partir de múltiples tareas, útil para interpretar agregados condicionados a la asignación. La introducción destaca que nuestro desarrollador elige el gasto de investigación según beneficio descontado en vez de una proporción fija del producto.","Su innovación y automatización son endógenas: no afirmar que nuestro aporte es endogeneizar tecnología frente a un modelo enteramente exógeno. La Tabla 9 fija proporciones de investigación e inversión. Su CES combina capital y trabajo con sigma menor que uno; sus coeficientes agregados A y B incluyen la asignación endógena de tareas, de modo que sigma no es la elasticidad agregada cuando esa asignación cambia. Su B no es directamente nuestra eficiencia por unidad de cómputo; la Proposición 1 no deriva nuestro Z con pesos fijos para todos los regímenes ni nuestra capa externa Cobb-Douglas.","Working paper, Version 0.5, May 2026",2026-09-17,Feedback económico; Investigación endógena e incentivos; Cuellos de botella y transición; Salarios y participación laboral,Introducción: feedback y contraste entre proporciones de gasto fijas e inversión privada óptima; sección 3: conexión CES-tareas condicionada a la asignación; secciones 4 y 6: regímenes y transición,weak links; endogenous automation; ideas; bottlenecks,El tercer párrafo de la introducción reconoce innovación endógena en ambos modelos y distingue las proporciones fijas de investigación e inversión de la Tabla 9 de nuestro gasto de investigación elegido para maximizar beneficio descontado y del ahorro de hogares. La conexión entre tareas y CES queda documentada para la revisión de la sección 3; no se modificó el modelo ni se equipararon sus parámetros con los nuestros. Reconocer los antecedentes de despegues tardíos cuando se presenten los resultados.,"Versión 0.5, mayo de 2026, cotejada el 17 de septiembre de 2026: lectura del cuerpo del artículo, pp. 1–46. Especialmente sección 2.3, Proposición 1, p. 10; sección 2.4, p. 13; sección 5.3, Tabla 9, p. 36, y explicación p. 39; secciones 5.3–5.4, pp. 39–45. También revisados apéndices B–C, pp. 57–62, incluidas ecuaciones (33)–(35). La prueba de la Proposición 2 en B.2 contiene una indicación de trabajo pendiente; esta lectura no certifica todas las demostraciones.","Versión 0.5, mayo de 2026",pasajes originales revisados,alta,Auditoría del 13-09-2026: Respaldada; conexión adicional útil. También endogeneizan ideas y automatización. La tabla 9 fija las proporciones de producto destinadas a investigación e inversión. Es un antecedente especialmente útil para distinguir tecnología endógena de gasto privado óptimo; no debe quedar descrito como un modelo sin investigación endógena. Confianza registrada: High.
korineketal2026scenarios,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:42; sections_rewrite/02_literature.tex:182,yes,sections_rewrite/02_literature.tex:42; sections_rewrite/02_literature.tex:182,no,,no,,no,,techreport,"Korinek, Anton and Jones, Charles I. and Sacher, Szymon and Cotter, Tess and McCrory, Peter",Economic Scenarios for Transformative AI,2026,The Anthropic Institute,,2026-02,,,https://www.anthropic.com/institute/econ-scenarios,https://www.anthropic.com/institute/econ-scenarios,,unavailable,,manual,manual_url,,,,,,,,2026-09-17,,,,,4; 17; 35–36,"Informe técnico Anthropic, 57 páginas, descargado desde su enlace oficial",pasajes originales revisados,,"Auditoría del 13-09-2026: Respaldada. La p. 17 declara que el efecto de RSI está incorporado en la trayectoria asumida. Las pp. 35–36 distinguen salarios, empleo y comparación con el contrafactual. Son escenarios condicionados, no pronósticos demostrados; el promedio salarial no es el ingreso medio incluyendo desempleados. Confianza registrada: High."
korineklockwood2026,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:177,yes,sections_rewrite/02_literature.tex:177,no,,no,,no,,techreport,"Korinek, Anton and Lockwood, Lee M.",Public Finance in the Age of AI: A Primer,2026,National Bureau of Economic Research,,34873,,10.3386/w34873,https://www.nber.org/papers/w34873,https://doi.org/10.3386/w34873,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,"3–5, tabla 1","NBER 34873, Public Finance in the Age of AI: A Primer",pasajes originales revisados,,Auditoría del 13-09-2026: Precisar conexión. La fuente distingue dos etapas. La desaparición de la base laboral como proporción del producto conecta directamente con nuestro modelo. La desaparición adicional del consumo humano requiere otro mecanismo; no se deriva automáticamente de participación laboral cero. Confianza registrada: High.
korinekmckelvey2026,manuscript_bibliography,yes,sections/01_introduction.tex:95; sections/01_introduction.tex:126; sections/02_literature.tex:85; sections/03_toy_model.tex:168; sections/03_toy_model.tex:338; sections/03_toy_model.tex:358; sections_axm/01_introduction.tex:43; sections_axm/01_introduction.tex:53; sections_axm/01_introduction.tex:67; sections_axm/02_literature.tex:55; sections_rewrite/02_literature.tex:206; sections_rewrite/03_model.tex:148; sections_rewrite/06_conclusion.tex:54; sections_rewrite/09_rsi_half_decline.tex:36; sections_rewrite/10_rsi_research_share.tex:6; sections_rewrite/10_rsi_research_share.tex:9; sections_rewrite/11_rsi_limitations.tex:12; sections_rewrite/preserved/10_rsi_research_share_high.tex:7; sections_rewrite/preserved/10_rsi_research_share_high.tex:10,yes,sections_rewrite/02_literature.tex:206; sections_rewrite/03_model.tex:148; sections_rewrite/06_conclusion.tex:54; sections_rewrite/09_rsi_half_decline.tex:36; sections_rewrite/10_rsi_research_share.tex:6; sections_rewrite/10_rsi_research_share.tex:9; sections_rewrite/11_rsi_limitations.tex:12; sections_rewrite/preserved/10_rsi_research_share_high.tex:7; sections_rewrite/preserved/10_rsi_research_share_high.tex:10,no,,yes,sections_axm/01_introduction.tex:43; sections_axm/01_introduction.tex:53; sections_axm/01_introduction.tex:67; sections_axm/02_literature.tex:55,yes,sections/01_introduction.tex:95; sections/01_introduction.tex:126; sections/02_literature.tex:85; sections/03_toy_model.tex:168; sections/03_toy_model.tex:338; sections/03_toy_model.tex:358,techreport,"Korinek, Anton and McKelvey, Patrick",Measuring the AI Economy,2026,Bank of Canada,,2026-20,,10.34989/swp-2026-20,https://www.bankofcanada.ca/wp-content/uploads/2026/06/swp2026-20.pdf,https://www.bankofcanada.ca/2026/06/staff-working-paper-2026-20/,"We construct a macroeconomic estimate of total AI production for the United States, combining inference and R&D/training activities and applying quality adjustments based on the evolution of API prices at fixed performance levels and the pace of algorithmic progress. We estimate that nominal AI compute spending grew over 140% per year each in 2024 and 2025, raw compute capacity grew over 200% per year, and quality-adjusted AI output grew over 2000% per year. These growth rates reflect expanding data-center capacity, continued improvements in chip efficiency, and rapid algorithmic progress.",source_abstract,https://www.bankofcanada.ca/2026/06/staff-working-paper-2026-20/,Bank of Canada,original_relevant_passages_reviewed,AI measurement; inference; training; research and development; compute; algorithms; model capital; satellite accounts,measurement and accounting,"Macroeconomic measurement of inference and R&D/training, with quality adjustment for API prices, chip efficiency, and algorithmic progress.","Distingue cómputo para inferencia de training and R&D compute, que incluye preentrenamiento, postentrenamiento, experimentos y datos sintéticos. Las medidas ajustadas por calidad difieren del gasto nominal.","Provides the measurement vocabulary used to distinguish inference compute, research or training compute, algorithms, and model capital.","La asignación entre usos está poco observada. Sus medidas agregadas no identifican por sí solas M/Y, omega_X, chi ni el proceso autónomo de RSI de nuestro modelo. La inferencia también puede usarse dentro de I+D.",,2026-09-17,Cómputo e investigación; Medición y calibración,"Sección 3: U, M, B y servicios; sección 6: límites de los momentos empíricos",inference compute; training and R&D compute; model capital; quality-adjusted AI output,U y M se distinguen por el destino económico del cómputo. Propuesta terminológica pendiente: conservar research compute como abreviatura explícita de compute allocated to AI R&D.,"Sección 3.1, p. 7 y Figura 1; asignación entrenamiento/inferencia, p. 9; sección 5, pp. 12–13.",Bank of Canada Staff Working Paper 2026-20,pasajes originales revisados,alta,"Auditoría del 13-09-2026: Respaldada. La metodología usa precios API a rendimiento constante y progreso algorítmico. Nuestro B común a ambos usos es una simplificación del modelo, no una variable que esos autores hayan medido exactamente. Confianza registrada: High."
